
,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
1,1,2012-09-09,28-016,ARI,,SEA,W 20-16,,6,8,75.00,66,1,0,138.5,8.25,10.75,1,-1,-1.00,0,0,0
2,2,2012-09-16,28-023,ARI,@,NWE,W 20-18,*,15,27,55.56,140,1,0,82.3,5.19,5.93,5,17,3.40,1,1,6
3,3,2012-09-23,28-030,ARI,,PHI,W 27-6,*,17,24,70.83,222,2,0,127.4,9.25,10.92,4,16,4.00,0,0,0
4,4,2012-09-30,28-037,ARI,,MIA,W 24-21,*,29,48,60.42,324,3,2,84.0,6.75,6.13,0,0,,0,0,0
5,5,2012-10-04,28-041,ARI,@,STL,L 3-17,*,28,50,56.00,289,0,0,72.8,5.78,5.78,1,2,2.00,0,0,0
6,6,2012-10-14,28-051,ARI,,BUF,L 16-19,*,14,26,53.85,128,1,1,64.3,4.92,3.96,5,66,13.20,0,0,0
,,6 Games,,,,,4-2-0,,109,183,59.56,1169,8,3,86.1,6.39,6.52,16,100,6.25,1,1,6
