
,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1,2012-09-09,24-176,ARI,,SEA,W 20-16,*,14,28,50.00,149,0,1,51.0,5.32,3.71,1,2,2.00,0
2,6,2012-10-14,24-211,ARI,,BUF,L 16-19,,2,10,20.00,45,0,1,6.2,4.50,0.00,0,0,,0
3,7,2012-10-21,24-218,ARI,@,MIN,L 14-21,*,25,36,69.44,262,1,1,88.0,7.28,6.58,0,0,,0
4,8,2012-10-29,24-226,ARI,,SFO,L 3-24,*,32,52,61.54,290,0,1,68.6,5.58,4.71,1,1,1.00,0
5,9,2012-11-04,24-232,ARI,@,GNB,L 17-31,*,23,46,50.00,306,1,1,69.7,6.65,6.11,0,0,,0
6,10,2012-11-18,24-246,ARI,@,ATL,L 19-23,*,2,7,28.57,6,0,0,39.6,0.86,0.86,0,0,,0
7,13,2012-12-09,24-267,ARI,@,SEA,L 0-58,*,11,22,50.00,74,0,4,18.2,3.36,-4.82,2,2,1.00,0
,,7 Games,,,,,1-6-0,,109,201,54.23,1132,2,9,55.4,5.63,3.82,4,5,1.25,0
