
,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,Sk,Tkl,Ast
1,1,2014-09-08,34-255,ARI,,SDG,W 18-17,*,24,37,64.86,304,2,0,108.4,8.22,9.30,4,29,7.25,0,0.0,0,0
2,5,2014-10-12,34-289,ARI,,WAS,W 30-20,*,28,44,63.64,250,2,0,93.9,5.68,6.59,1,-3,-3.00,0,0.0,0,0
3,6,2014-10-19,34-296,ARI,@,OAK,W 24-13,*,22,31,70.97,253,2,1,103.3,8.16,8.00,0,0,,0,0.0,1,0
4,7,2014-10-26,34-303,ARI,,PHI,W 24-20,*,20,42,47.62,329,2,0,90.3,7.83,8.79,0,0,,0,0.0,0,0
5,8,2014-11-02,34-310,ARI,@,DAL,W 28-17,*,22,34,64.71,249,3,1,103.7,7.32,7.76,2,-2,-1.00,0,0.0,0,0
6,9,2014-11-09,34-317,ARI,,STL,W 31-14,*,25,36,69.44,241,0,1,76.3,6.69,5.44,1,1,1.00,0,0.0,1,0
,,6 Games,,,,,6-0-0,,141,224,62.95,1626,11,3,95.6,7.26,7.64,8,25,3.13,0,0.0,2,0
