
,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
1,1,2013-09-08,23-285,ARI,@,STL,L 24-27,6,4,82,20.50,0,0,0,0.0,0,0
2,2,2013-09-15,23-292,ARI,,DET,W 25-21,7,3,22,7.33,0,0,0,0.0,0,0
3,3,2013-09-22,23-299,ARI,@,NOR,L 7-31,6,4,49,12.25,0,0,0,0.0,0,0
4,4,2013-09-29,23-306,ARI,@,TAM,W 13-10,10,5,87,17.40,0,0,0,0.0,0,0
5,5,2013-10-06,23-313,ARI,,CAR,W 22-6,7,5,61,12.20,0,0,0,0.0,0,0
6,6,2013-10-13,23-320,ARI,@,SFO,L 20-32,6,5,44,8.80,1,1,6,0.0,1,0
7,7,2013-10-17,23-324,ARI,,SEA,L 22-34,10,5,58,11.60,0,0,0,0.0,0,0
8,8,2013-10-27,23-334,ARI,,ATL,W 27-13,4,3,30,10.00,1,1,6,0.0,0,0
9,9,2013-11-10,23-348,ARI,,HOU,W 27-24,2,2,31,15.50,0,0,0,0.0,0,0
10,10,2013-11-17,23-355,ARI,@,JAX,W 27-14,11,6,193,32.17,1,1,6,0.0,0,0
11,11,2013-11-24,23-362,ARI,,IND,W 40-11,7,7,104,14.86,0,0,0,0.0,0,0
12,12,2013-12-01,24-004,ARI,@,PHI,L 21-24,10,5,99,19.80,1,1,6,0.0,0,0
13,13,2013-12-08,24-011,ARI,,STL,W 30-10,5,2,26,13.00,0,0,0,0.0,0,0
14,14,2013-12-15,24-018,ARI,@,TEN,W 37-34,5,2,33,16.50,0,0,0,0.0,0,0
15,15,2013-12-22,24-025,ARI,@,SEA,W 17-10,5,1,31,31.00,1,1,6,0.0,0,0
16,16,2013-12-29,24-032,ARI,,SFO,L 20-23,12,6,91,15.17,0,0,0,0.0,0,0
,,16 Games,,,,,10-6-0,113,65,1041,16.02,5,5,30,0.0,1,0
