
,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,6,2012-10-14,23-134,ARI,,BUF,L 16-19,,,,,,,,,,,,,,
2,10,2012-11-18,23-169,ARI,@,ATL,L 19-23,,9,20,45.00,64,0,0,52.9,3.20,3.20,0,0,,0
3,11,2012-11-25,23-176,ARI,,STL,L 17-31,*,31,52,59.62,312,0,4,44.7,6.00,2.54,1,1,1.00,0
4,12,2012-12-02,23-183,ARI,@,NYJ,L 6-7,*,10,31,32.26,72,0,1,28.0,2.32,0.87,0,0,,0
5,13,2012-12-09,23-190,ARI,@,SEA,L 0-58,,8,17,47.06,59,0,0,55.8,3.47,3.47,1,-2,-2.00,0
6,14,2012-12-16,23-197,ARI,,DET,W 38-10,*,14,21,66.67,104,0,1,58.4,4.95,2.81,2,8,4.00,0
7,15,2012-12-23,23-204,ARI,,CHI,L 13-28,*,17,30,56.67,141,0,1,55.0,4.70,3.20,0,0,,0
,,7 Games,,,,,1-6-0,,89,171,52.05,752,0,7,46.7,4.40,2.56,4,7,1.75,0
