
,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1,2014-09-07,29-067,JAX,@,PHI,L 17-34,*,24,43,55.81,266,2,0,89.9,6.19,7.12,1,8,8.00,0
2,2,2014-09-14,29-074,JAX,@,WAS,L 10-41,*,14,28,50.00,193,1,1,69.5,6.89,6.00,3,17,5.67,0
3,3,2014-09-21,29-081,JAX,,IND,L 17-44,*,4,7,57.14,33,0,0,69.3,4.71,4.71,0,0,,0
,,3 Games,,,,,0-3-0,,42,78,53.85,492,3,1,80.7,6.31,6.50,4,25,6.25,0
