
No.,,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD
5,Joe Flacco,29,QB,16,16,10-6-0,344,554,62.1,3986,27,4.9,12,2.2,80,7.2,7.2,11.6,249.1,91.0,67.34,19,167,6.66,6.66,3.3,2,2
,Team Total,25.5,,16,,10-6-0,344,554,62.1,3986,27,4.9,12,2.2,80,7.2,7.2,11.6,249.1,91.0,,19,167,6.66,6.66,3.3,2,2
,Opp Total,,,16,,,382,595,64.2,4341,22,3.7,11,1.8,,7.3,7.20,11.4,271.3,90.6,,49,362,6.2,6.1,7.6,,
