
No.,,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD
5,Joe Flacco,26,QB,16,16,12-4-0,312,542,57.6,3610,20,3.7,12,2.2,74,6.7,6.4,11.6,225.6,80.9,57.61,31,203,5.95,5.70,5.4,2,3
27,Ray Rice*,24,RB,16,16,,1,1,100.0,1,1,100.0,0,0.0,1,1.0,21.0,1.0,0.1,118.7,99.72,0,0,1.00,21.00,0.0,,
2,Tyrod Taylor,22,,3,0,,1,1,100.0,18,0,0.0,0,0.0,18,18.0,18.0,18.0,6.0,118.7,15.82,2,3,5.00,5.00,66.7,,
,Team Total,26.4,,16,,12-4-0,314,544,57.7,3629,21,3.9,12,2.2,74,6.7,6.5,11.6,226.8,81.7,,33,206,5.93,5.72,5.7,2,3
,Opp Total,,,16,,,288,535,53.8,3430,11,2.1,15,2.8,,6.4,5.56,11.9,214.4,68.8,,48,290,5.4,4.6,8.2,,
