
,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
1,1,2011-09-12,24-016,OAK,@,DEN,W 23-20,22,150,6.82,0,1,1,6,6.00,0,0,0,0.0,0,0
2,2,2011-09-18,24-022,OAK,@,BUF,L 35-38,20,72,3.60,1,8,7,71,10.14,1,2,12,0.0,0,0
3,3,2011-09-25,24-029,OAK,,NYJ,W 34-24,19,171,9.00,2,3,3,7,2.33,0,2,12,0.0,0,0
4,4,2011-10-02,24-036,OAK,,NWE,L 19-31,14,75,5.36,0,6,4,48,12.00,0,0,0,0.0,1,0
5,5,2011-10-09,24-043,OAK,@,HOU,W 25-20,16,51,3.19,0,3,2,17,8.50,0,0,0,0.0,0,0
6,6,2011-10-16,24-050,OAK,,CLE,W 24-17,20,91,4.55,1,1,1,2,2.00,0,1,6,0.0,1,0
7,7,2011-10-23,24-057,OAK,,KAN,L 0-28,2,4,2.00,0,1,1,3,3.00,0,0,0,0.0,0,0
,,7 Games,,,,,4-3-0,113,614,5.43,4,23,19,154,8.11,1,5,30,0.0,2,0
