
,,,,,,,,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,G#,Date,Age,Tm,,Opp,Result,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
1,1,2012-09-09,23-226,NWE,@,TEN,W 34-13,21,125,5.95,1,3,2,27,13.50,0,1,6,0.0,0,0
2,2,2012-09-16,23-233,NWE,,ARI,L 18-20,18,71,3.94,0,4,3,24,8.00,0,0,0,0.0,0,0
3,3,2012-09-23,23-240,NWE,@,BAL,L 30-31,13,37,2.85,0,1,0,0,,0,0,0,0.0,0,0
4,4,2012-09-30,23-247,NWE,@,BUF,W 52-28,22,106,4.82,2,0,0,0,,0,2,12,0.0,1,0
5,5,2012-10-07,23-254,NWE,,DEN,W 31-21,28,151,5.39,1,0,0,0,,0,1,6,0.0,0,0
6,6,2012-10-14,23-261,NWE,@,SEA,L 23-24,16,34,2.13,0,2,1,0,0.00,0,0,0,0.0,0,0
7,7,2012-10-21,23-268,NWE,,NYJ,W 29-26,17,65,3.82,0,0,0,0,,0,0,0,0.0,0,0
8,8,2012-10-28,23-275,NWE,@,STL,W 45-7,15,127,8.47,1,0,0,0,,0,1,6,0.0,0,0
9,9,2012-11-11,23-289,NWE,,BUF,W 37-31,22,98,4.45,1,1,0,0,,0,1,6,0.0,0,0
10,10,2012-11-18,23-296,NWE,,IND,W 59-24,13,28,2.15,1,0,0,0,,0,1,6,0.0,0,0
11,11,2012-11-22,23-300,NWE,@,NYJ,W 49-19,21,97,4.62,1,0,0,0,,0,1,6,0.0,0,0
12,12,2012-12-02,23-310,NWE,@,MIA,W 23-16,19,71,3.74,1,0,0,0,,0,1,6,0.0,0,0
13,13,2012-12-10,23-318,NWE,,HOU,W 42-14,18,72,4.00,1,0,0,0,,0,1,6,0.0,0,0
14,14,2012-12-16,23-324,NWE,,SFO,L 34-41,9,23,2.56,0,2,0,0,,0,0,0,0.0,0,0
15,15,2012-12-23,23-331,NWE,@,JAX,W 23-16,18,84,4.67,0,1,0,0,,0,0,0,0.0,0,0
16,16,2012-12-30,23-338,NWE,,MIA,W 28-0,20,74,3.70,2,0,0,0,,0,2,12,0.0,0,0
,,16 Games,,,,,12-4-0,290,1263,4.36,12,14,6,51,8.50,0,12,72,0.0,1,0
