
No.,,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD
12,Tom Brady*,35,QB,16,16,12-4-0,401,637,63.0,4827,34,5.3,8,1.3,83,7.6,8.1,12.0,301.7,98.7,77.68,27,182,7.00,7.48,4.1,1,2
15,Ryan Mallett,24,,4,0,,1,4,25.0,17,0,0.0,1,25.0,17,4.3,-7.0,17.0,4.3,5.2,0.71,0,0,4.25,-7.00,0.0,,
,Team Total,26.0,,16,,12-4-0,402,641,62.7,4844,34,5.3,9,1.4,83,7.6,8.0,12.0,302.8,97.7,,27,182,6.98,7.39,4.0,1,2
,Opp Total,,,16,,,369,594,62.1,4555,27,4.5,20,3.4,,7.7,7.06,12.3,284.7,86.9,,37,213,6.9,6.3,5.9,,
