
No.,,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD
12,Tom Brady*,37,QB,16,16,12-4-0,373,582,64.1,4109,33,5.7,9,1.5,69,7.1,7.5,11.0,256.8,97.4,74.32,21,134,6.59,7.01,3.5,4,4
10,Jimmy Garoppolo,23,,6,0,,19,27,70.4,182,1,3.7,0,0.0,37,6.7,7.5,9.6,30.3,101.2,19.18,5,36,4.56,5.19,15.6,,
,Team Total,25.2,,16,,12-4-0,392,609,64.4,4291,34,5.6,9,1.5,69,7.0,7.5,10.9,268.2,97.5,,26,170,6.49,6.92,4.1,4,4
,Opp Total,,,16,,,342,574,59.6,4119,24,4.2,16,2.8,,7.2,6.76,12.0,257.4,84.0,,40,282,6.2,5.9,6.5,,
