
,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,5,2011-10-09,29-064,SEA,@,NYG,W 36-25,,11,19,57.89,146,1,0,99.9,7.68,8.74,2,6,3.00,0
2,6,2011-10-23,29-078,SEA,@,CLE,L 3-6,*,12,30,40.00,97,0,1,35.0,3.23,1.73,1,6,6.00,0
3,7,2011-10-30,29-085,SEA,,CIN,L 12-34,*,4,7,57.14,52,0,0,80.7,7.43,7.43,1,1,1.00,0
,,3 Games,,,,,1-2-0,,27,56,48.21,295,1,1,62.7,5.27,4.82,4,13,3.25,0
