
No.,,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD
14,Andy Dalton,25,QB,16,16,10-6-0,329,528,62.3,3669,27,5.1,16,3.0,59,6.9,6.6,11.2,229.3,87.4,48.87,46,229,5.99,5.68,8.0,1,3
7,Bruce Gradkowski,29,,2,0,,5,11,45.5,65,0,0.0,0,0.0,44,5.9,5.9,13.0,32.5,64.6,52.25,0,0,5.91,5.91,0.0,1,1
12,Mohamed Sanu,23,,9,3,,1,1,100.0,73,1,100.0,0,0.0,73,73.0,93.0,73.0,8.1,158.3,100,0,0,73.00,93.00,0.0,,
,Team Total,25.8,,16,,10-6-0,335,540,62.0,3807,28,5.2,16,3.0,73,7.1,6.8,11.4,237.9,88.1,,46,229,6.11,5.83,7.8,2,4
,Opp Total,,,16,,,346,560,61.8,3761,16,2.9,14,2.5,,6.7,6.16,10.9,235.1,80.7,,51,361,5.6,5.1,8.3,,
