
No.,,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD
14,Andy Dalton*,24,QB,16,16,9-7-0,300,516,58.1,3398,20,3.9,13,2.5,84,6.6,6.2,11.3,212.4,80.4,49.84,24,160,6.00,5.65,4.4,4,4
7,Bruce Gradkowski,28,,2,0,,8,18,44.4,109,1,5.6,1,5.6,41,6.1,4.7,13.6,54.5,59.7,20,1,7,5.37,4.05,5.3,1,1
28,Bernard Scott,27,,16,1,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,1.38,0,0,0.00,0.00,0.0,,
,Team Total,25.6,,16,,9-7-0,308,535,57.6,3507,21,3.9,14,2.6,84,6.6,6.2,11.4,219.2,79.6,,25,167,5.96,5.59,4.5,5,5
,Opp Total,,,16,,,319,539,59.2,3662,21,3.9,10,1.9,,6.8,6.74,11.5,228.9,85.0,,45,277,5.8,5.7,7.7,,
