
,,,,,,,,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,G#,Date,Age,Tm,,Opp,Result,Tgt,Rec,Yds,Y/R,TD,TD,Pts,Sk,Tkl,Ast
1,1,2013-09-08,26-129,NYJ,,TAM,W 18-17,,,,,,,,,,
2,2,2013-09-12,26-133,NYJ,@,NWE,L 10-13,,0,0,,0,0,0,0.0,0,0
3,3,2013-09-22,26-143,NYJ,,BUF,W 27-20,3,3,26,8.67,0,0,0,0.0,0,0
4,4,2013-09-29,26-150,NYJ,@,TEN,L 13-38,1,1,34,34.00,1,1,6,0.0,1,0
5,5,2013-10-07,26-158,NYJ,@,ATL,W 30-28,4,3,79,26.33,1,1,6,0.0,0,0
6,6,2013-10-13,26-164,NYJ,,PIT,L 6-19,5,4,59,14.75,0,0,0,0.0,0,0
7,7,2013-10-20,26-171,NYJ,,NWE,W 30-27,7,3,41,13.67,0,0,0,0.0,0,0
8,8,2013-10-27,26-178,NYJ,@,CIN,L 9-49,2,1,9,9.00,0,0,0,0.0,0,0
9,10,2013-11-17,26-199,NYJ,@,BUF,L 14-37,4,3,25,8.33,1,1,6,0.0,0,0
10,11,2013-11-24,26-206,NYJ,@,BAL,L 3-19,2,1,9,9.00,0,0,0,0.0,0,0
11,12,2013-12-01,26-213,NYJ,,MIA,L 3-23,3,1,6,6.00,0,0,0,0.0,0,0
12,13,2013-12-08,26-220,NYJ,,OAK,W 37-27,,,,,,,,,,
13,14,2013-12-15,26-227,NYJ,@,CAR,L 20-30,4,3,50,16.67,1,1,6,0.0,0,0
14,15,2013-12-22,26-234,NYJ,,CLE,W 24-13,3,2,30,15.00,0,0,0,0.0,0,0
15,16,2013-12-29,26-241,NYJ,@,MIA,W 20-7,2,1,30,30.00,0,0,0,0.0,0,0
,,15 Games,,,,,7-8-0,40,26,398,15.31,4,4,24,0.0,1,0
