
No.,,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD
7,Geno Smith,24,QB,14,13,3-10-0,219,367,59.7,2525,13,3.5,13,3.5,74,6.9,6.0,11.5,180.4,77.5,35.43,28,175,5.95,5.13,7.1,1,2
1,Michael Vick,34,,10,3,1-2-0,64,121,52.9,604,3,2.5,2,1.7,67,5.0,4.7,9.4,60.4,68.3,22.17,19,85,3.71,3.49,13.6,,
5,Matt Simms,26,,1,0,,3,8,37.5,39,0,0.0,0,0.0,21,4.9,4.9,13.0,39.0,53.6,14.66,0,0,4.88,4.88,0.0,,
11,Jeremy Kerley,26,wr,16,7,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,0.11,0,0,0.00,0.00,0.0,,
4,Ryan Quigley,24,,16,0,,1,1,100.0,38,0,0.0,0,0.0,38,38.0,38.0,38.0,2.4,118.7,,0,0,38.00,38.00,0.0,,
,Team Total,25.2,,16,,4-12-0,287,498,57.6,3206,16,3.2,15,3.0,74,6.4,5.7,11.2,200.4,75.1,,47,260,5.41,4.75,8.6,1,2
,Opp Total,,,16,,,345,538,64.1,4056,31,5.8,6,1.1,,7.5,8.19,11.8,253.5,101.5,,45,310,6.4,7.0,7.7,,
