
No.,,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD
6,Mark Sanchez,26,QB,15,15,6-9-0,246,453,54.3,2883,13,2.9,18,4.0,66,6.4,5.2,11.7,192.2,66.9,25.8,34,209,5.49,4.36,7.0,1,1
14,Greg McElroy,24,qb,2,1,0-1-0,19,31,61.3,214,1,3.2,1,3.2,30,6.9,6.1,11.3,107.0,79.2,34.88,11,71,3.40,2.81,26.2,1,1
15,Tim Tebow,25,fb/te,12,2,,6,8,75.0,39,0,0.0,0,0.0,23,4.9,4.9,6.5,3.3,84.9,14.94,2,7,3.20,3.20,20.0,,
11,Jeremy Kerley,24,wr,16,7,,1,1,100.0,42,0,0.0,0,0.0,42,42.0,42.0,42.0,2.6,118.7,92.37,0,0,42.00,42.00,0.0,,
,Team Total,26.1,,16,,6-10-0,272,493,55.2,3178,14,2.8,19,3.9,66,6.4,5.3,11.7,198.6,68.3,,47,287,5.35,4.29,8.7,2,2
,Opp Total,,,16,,,266,494,53.8,3206,20,4.0,11,2.2,,6.5,6.30,12.1,200.4,78.2,,30,170,5.8,5.6,5.7,,
