
No.,,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD
7,Ben Roethlisberger*,32,QB,16,16,11-5-0,408,608,67.1,4952,32,5.3,9,1.5,94,8.1,8.5,12.1,309.5,103.3,72.48,33,172,7.46,7.82,5.1,2,3
84,Antonio Brown*+,26,WR,16,16,,2,2,100.0,20,1,50.0,0,0.0,17,10.0,20.0,10.0,1.3,147.9,99.95,0,0,10.00,20.00,0.0,,
21,Robert Golden,24,,16,0,,1,1,100.0,25,0,0.0,0,0.0,25,25.0,25.0,25.0,1.6,118.7,,0,0,25.00,25.00,0.0,,
9,Brad Wing,23,,16,0,,0,1,0.0,0,0,0.0,1,100.0,0,0.0,-45.0,,0.0,0.0,,0,0,0.00,-45.00,0.0,,
,Team Total,26.2,,16,,11-5-0,411,612,67.2,4997,33,5.4,10,1.6,94,8.2,8.5,12.2,312.3,103.2,,33,172,7.48,7.81,5.1,2,3
,Opp Total,,,16,,,350,543,64.5,4243,30,5.5,11,2.0,,7.8,8.01,12.1,265.2,98.3,,33,194,7.0,7.2,5.7,,
