
No.,,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD
7,Ben Roethlisberger,31,QB,16,16,8-8-0,375,584,64.2,4261,28,4.8,14,2.4,67,7.3,7.2,11.4,266.3,92.0,54.27,42,282,6.36,6.24,6.7,1,3
84,Antonio Brown*,25,WR,16,14,,1,1,100.0,15,0,0.0,0,0.0,15,15.0,15.0,15.0,0.9,118.7,48.64,1,7,4.00,4.00,50.0,,
10,Mat McBriar,34,,9,0,,1,1,100.0,30,0,0.0,0,0.0,30,30.0,30.0,30.0,3.3,118.7,,0,0,30.00,30.00,0.0,,
,Team Total,26.4,,16,,8-8-0,377,586,64.3,4306,28,4.8,14,2.4,67,7.3,7.2,11.4,269.1,92.3,,43,289,6.39,6.28,6.8,1,3
,Opp Total,,,16,,,329,569,57.8,3751,21,3.7,10,1.8,,6.6,6.54,11.4,234.4,82.7,,34,205,5.9,5.8,5.6,,
