
No.,,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD
7,Ben Roethlisberger*,29,QB,15,15,11-4-0,324,513,63.2,4077,21,4.1,14,2.7,95,7.9,7.5,12.6,271.8,90.1,62.7,40,269,6.89,6.51,7.2,1,1
16,Charlie Batch,37,qb,4,1,1-0-0,15,24,62.5,208,0,0.0,1,4.2,46,8.7,6.8,13.9,52.0,72.9,24.56,2,10,7.62,5.88,7.7,,
88,Emmanuel Sanders,24,,11,0,,1,1,100.0,15,0,0.0,0,0.0,15,15.0,15.0,15.0,1.4,118.7,99.87,0,0,15.00,15.00,0.0,,
9,Daniel Sepulveda,27,p,8,0,,1,1,100.0,33,0,0.0,0,0.0,33,33.0,33.0,33.0,4.1,118.7,100,0,0,33.00,33.00,0.0,,
,Team Total,26.9,,16,,12-4-0,341,539,63.3,4333,21,3.9,15,2.8,95,8.0,7.6,12.7,270.8,89.7,,42,279,6.98,6.54,7.2,1,1
,Opp Total,,,16,,,289,530,54.5,2981,15,2.8,11,2.1,,5.6,5.26,10.3,186.3,71.7,,35,230,4.9,4.5,6.2,,
