
,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring
Rk,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts
1,1,2013-09-08,25-085,TEN,@,PIT,W 16-9,*,11,20,55.00,125,0,0,74.0,6.25,6.25,5,3,0.60,0,0,0
2,2,2013-09-15,25-092,TEN,@,HOU,L 24-30,*,17,30,56.67,148,2,0,92.1,4.93,6.27,2,10,5.00,0,0,0
3,3,2013-09-22,25-099,TEN,,SDG,W 20-17,*,23,37,62.16,299,1,0,96.6,8.08,8.62,5,68,13.60,1,1,6
4,4,2013-09-29,25-106,TEN,,NYJ,W 38-13,*,18,24,75.00,149,3,0,130.0,6.21,8.71,3,17,5.67,0,0,0
5,7,2013-10-20,25-127,TEN,,SFO,L 17-31,*,25,41,60.98,326,2,1,92.1,7.95,7.83,3,29,9.67,0,0,0
6,8,2013-11-03,25-141,TEN,@,STL,W 28-21,*,13,22,59.09,185,0,2,48.5,8.41,4.32,3,10,3.33,1,1,6
7,9,2013-11-10,25-148,TEN,,JAX,L 27-29,*,4,9,44.44,24,0,1,12.0,2.67,-2.33,3,18,6.00,0,0,0
,,7 Games,,,,,4-3-0,,111,183,60.66,1256,8,4,86.7,6.86,6.75,24,155,6.46,2,2,12
