
,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Sk,Tkl,Ast
1,1,2011-09-11,34-290,MIN,@,SDG,L 17-24,*,7,15,46.67,39,1,1,47.9,2.60,0.93,3,32,10.67,0,0,0,0.0,1,0
2,2,2011-09-18,34-297,MIN,,TAM,L 20-24,*,18,30,60.00,228,0,0,83.7,7.60,7.60,4,12,3.00,0,0,0,0.0,0,0
3,3,2011-09-25,34-304,MIN,,DET,L 23-26,*,22,36,61.11,211,1,0,86.7,5.86,6.42,2,11,5.50,0,0,0,0.0,0,0
4,4,2011-10-02,34-311,MIN,@,KAN,L 17-22,*,18,30,60.00,202,2,1,88.5,6.73,6.57,1,0,0.00,0,0,0,0.0,1,0
5,5,2011-10-09,34-318,MIN,,ARI,W 34-10,*,10,21,47.62,169,0,0,75.3,8.05,8.05,4,4,1.00,1,1,6,0.0,0,0
6,6,2011-10-16,34-325,MIN,@,CHI,L 10-39,*,19,24,79.17,177,0,0,97.4,7.38,7.38,0,0,,0,0,0,0.0,0,0
,,6 Games,,,,,1-5-0,,94,156,60.26,1026,4,2,82.9,6.58,6.51,14,59,4.21,1,1,6,0.0,2,0
