
,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,1,2014-09-07,32-113,MIN,@,STL,W 34-6,*,17,25,68.00,170,2,0,113.7,6.80,8.40,5,-3,-0.60,0
2,2,2014-09-14,32-120,MIN,,NWE,L 7-30,*,19,36,52.78,202,1,4,39.1,5.61,1.17,3,16,5.33,0
3,3,2014-09-21,32-127,MIN,@,NOR,L 9-20,*,5,10,50.00,53,0,0,65.8,5.30,5.30,1,5,5.00,0
,,3 Games,,,,,1-2-0,,41,71,57.75,425,3,4,65.8,5.99,4.30,9,18,2.00,0
