
,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Sacks &amp; Tackles,Sacks &amp; Tackles,Sacks &amp; Tackles
Rk,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Sk,Tkl,Ast
1,4,2014-09-28,26-215,MIN,,ATL,W 41-28,,0,0,,0,0,0,,,,1,1,1.00,0,0,0,0.0,0,0
2,5,2014-10-02,26-219,MIN,@,GNB,L 10-42,*,22,44,50.00,222,0,2,45.8,5.05,3.00,3,15,5.00,1,1,6,0.0,1,0
,,2 Games,,,,,1-1-0,,22,44,50.00,222,0,2,45.8,5.05,3.00,4,16,4.00,1,1,6,0.0,1,0
