
No.,,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD
3,EJ Manuel,23,QB,10,10,4-6-0,180,306,58.8,1972,11,3.6,9,2.9,45,6.4,5.8,11.0,197.2,77.7,42.26,28,159,5.43,4.87,8.4,1,2
9,Thaddeus Lewis,28,qb,6,5,2-3-0,93,157,59.2,1092,4,2.5,3,1.9,57,7.0,6.6,11.7,182.0,81.0,24.07,18,100,5.67,5.35,10.3,1,1
7,Jeff Tuel,22,,2,1,0-1-0,26,59,44.1,309,1,1.7,3,5.1,59,5.2,3.3,11.9,154.5,45.1,9.58,2,11,4.89,3.00,3.3,,
,Team Total,25.8,,16,,6-10-0,299,522,57.3,3373,16,3.1,15,2.9,59,6.5,5.8,11.3,210.8,75.0,,48,270,5.44,4.82,8.4,2,3
,Opp Total,,,16,,,310,561,55.3,3666,28,5.0,23,4.1,,6.5,5.69,11.8,229.1,74.9,,57,395,5.3,4.5,9.2,,
