
No.,,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD
14,Ryan Fitzpatrick,30,QB,16,16,6-10-0,306,505,60.6,3400,24,4.8,16,3.2,68,6.7,6.3,11.1,212.5,83.3,44.88,30,161,6.05,5.61,5.6,0,1
4,Tyler Thigpen,28,,4,0,,3,5,60.0,30,0,0.0,0,0.0,12,6.0,6.0,10.0,7.5,77.1,63.03,0,0,6.00,6.00,0.0,,
16,Brad Smith,29,,15,2,,0,1,0.0,0,0,0.0,1,100.0,0,0.0,-45.0,,0.0,0.0,59.25,0,0,0.00,-45.00,0.0,,
,Team Total,26.3,,16,,6-10-0,309,511,60.5,3430,24,4.7,17,3.3,68,6.7,6.2,11.1,214.4,82.2,,30,161,6.04,5.52,5.5,0,1
,Opp Total,,,16,,,306,536,57.1,3669,25,4.7,12,2.2,,6.8,6.77,12.0,229.3,84.4,,36,196,6.1,6.0,6.3,,
