
,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,5,2012-10-07,30-281,CHI,@,JAX,W 41-3,,,,,,,,,,,,,,
2,6,2012-10-22,30-296,CHI,,DET,W 13-7,,1,1,100.00,0,0,0,79.2,0.00,0.00,1,5,5.00,0
3,8,2012-11-04,30-309,CHI,@,TEN,W 51-20,,0,0,,0,0,0,,,,3,-3,-1.00,0
4,9,2012-11-11,30-316,CHI,,HOU,L 6-13,,11,19,57.89,94,0,0,70.9,4.95,4.95,1,5,5.00,0
5,10,2012-11-19,30-324,CHI,@,SFO,L 7-32,*,14,22,63.64,107,1,2,52.7,4.86,1.68,1,13,13.00,0
6,13,2012-12-09,30-344,CHI,@,MIN,L 14-21,,6,9,66.67,64,1,0,124.3,7.11,9.33,1,8,8.00,0
,,6 Games,,,,,3-3-0,,32,51,62.75,265,2,2,72.8,5.20,4.22,7,28,4.00,0
