
,,,,,,,,,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing
Rk,G#,Date,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Y/A,AY/A,Att,Yds,Y/A,TD
1,6,2011-10-16,26-035,CHI,,MIN,W 39-10,,,,,,,,,,,,,,
2,9,2011-11-13,26-063,CHI,,DET,W 37-13,,,,,,,,,,,,,,
3,11,2011-11-27,26-077,CHI,@,OAK,L 20-25,*,18,36,50.00,254,2,3,56.9,7.06,4.42,5,50,10.00,0
4,12,2011-12-04,26-084,CHI,,KAN,L 3-10,*,11,24,45.83,133,0,3,23.8,5.54,-0.08,1,3,3.00,0
5,13,2011-12-11,26-091,CHI,@,DEN,L 10-13,*,12,19,63.16,115,0,0,79.9,6.05,6.05,2,11,5.50,0
6,14,2011-12-18,26-098,CHI,,SEA,L 14-38,*,10,23,43.48,111,1,3,33.3,4.83,-0.17,5,34,6.80,0
,,6 Games,,,,,2-4-0,,51,102,50.00,613,3,9,41.8,6.01,2.63,13,98,7.54,0
