
No.,,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD
17,Ryan Tannehill,26,QB,16,16,8-8-0,392,590,66.4,4045,27,4.6,12,2.0,50,6.9,6.9,10.3,252.8,92.8,59.09,46,337,5.83,5.83,7.2,2,1
8,Matt Moore,30,,2,0,,2,4,50.0,21,0,0.0,0,0.0,14,5.3,5.3,10.5,10.5,65.6,72.44,0,0,5.25,5.25,0.0,,
11,Mike Wallace,28,WR,16,16,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,1.78,0,0,0.00,0.00,0.0,,
,Team Total,25.4,,16,,8-8-0,394,595,66.2,4066,27,4.5,12,2.0,50,6.8,6.8,10.3,254.1,92.5,,46,337,5.82,5.82,7.2,2,1
,Opp Total,,,16,,,338,537,62.9,3768,27,5.0,14,2.6,,7.0,6.85,11.1,235.5,89.7,,39,211,6.2,6.0,6.8,,
