
No.,,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD
6,Brian Hoyer,29,QB,14,13,7-6-0,242,438,55.3,3326,12,2.7,13,3.0,81,7.6,6.8,13.7,237.6,76.5,36.9,24,160,6.85,6.11,5.2,4,4
2,Johnny Manziel,22,,5,2,0-2-0,18,35,51.4,175,0,0.0,2,5.7,32,5.0,2.4,9.7,35.0,42.0,8.87,3,26,3.92,1.55,7.9,,
9,Connor Shaw,23,,1,1,0-1-0,14,28,50.0,177,0,0.0,1,3.6,49,6.3,4.7,12.6,177.0,55.2,21.87,4,27,4.69,3.28,12.5,,
12,Josh Gordon,23,wr,5,5,,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,39.6,11.43,0,0,0.00,0.00,0.0,,
,Team Total,25.7,,16,,7-9-0,274,502,54.6,3678,12,2.4,16,3.2,81,7.3,6.4,13.4,229.9,72.8,,31,213,6.50,5.60,5.8,4,4
,Opp Total,,,16,,,335,587,57.1,3783,22,3.7,21,3.6,,6.4,5.58,11.3,236.4,74.1,,31,191,5.8,5.0,5.0,,
