
No.,,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD
12,Colt McCoy,24,QB,13,13,4-9-0,265,463,57.2,2733,14,3.0,11,2.4,56,5.9,5.4,10.3,210.2,74.6,39.91,32,173,5.17,4.74,6.5,1,3
6,Seneca Wallace,31,,6,3,0-3-0,55,107,51.4,567,2,1.9,2,1.9,76,5.3,4.8,10.3,94.5,65.4,46.39,6,30,4.75,4.31,5.3,,
16,Josh Cribbs,28,wr,16,7,,0,0,,0,0,,0,,0,,,,0.0,,,1,7,-7.00,-7.00,100.0,,
,Team Total,26.0,,16,,4-12-0,320,570,56.1,3300,16,2.8,13,2.3,76,5.8,5.3,10.3,206.3,72.8,,39,210,5.07,4.64,6.4,1,3
,Opp Total,,,16,,,265,469,56.5,3158,16,3.4,9,1.9,,6.7,6.55,11.9,197.4,80.6,,32,199,5.9,5.7,6.4,,
